kode_barang,nama_barang,stok,nama_bagian
BRG-0737,"Barang Contoh Ke-737",404,"Pengadaan Tanah dan Pengembangan"
BRG-0738,"Barang Contoh Ke-738",281,"Penetapan Hak dan Pendaftaran"
BRG-0739,"Barang Contoh Ke-739",405,"Penetapan Hak dan Pendaftaran"
BRG-0740,"Barang Contoh Ke-740",426,"Pengadaan Tanah dan Pengembangan"
BRG-0741,"Barang Contoh Ke-741",56,"Tata Usaha"
BRG-0742,"Barang Contoh Ke-742",247,"Penetapan Hak dan Pendaftaran"
BRG-0743,"Barang Contoh Ke-743",389,"Penetapan Hak dan Pendaftaran"
BRG-0744,"Barang Contoh Ke-744",235,"Penataan dan Pemberdayaan"
BRG-0745,"Barang Contoh Ke-745",145,"Pengendalian dan Penanganan Sengketa"
BRG-0746,"Barang Contoh Ke-746",450,"Penetapan Hak dan Pendaftaran"
BRG-0747,"Barang Contoh Ke-747",451,"Survei dan Pemetaan"
BRG-0748,"Barang Contoh Ke-748",380,"Penetapan Hak dan Pendaftaran"
BRG-0749,"Barang Contoh Ke-749",132,"Pengendalian dan Penanganan Sengketa"
BRG-0750,"Barang Contoh Ke-750",449,"Penataan dan Pemberdayaan"
BRG-0751,"Barang Contoh Ke-751",342,"Tata Usaha"
BRG-0752,"Barang Contoh Ke-752",164,"Penataan dan Pemberdayaan"
BRG-0753,"Barang Contoh Ke-753",109,"Pengadaan Tanah dan Pengembangan"
BRG-0754,"Barang Contoh Ke-754",306,"Pengadaan Tanah dan Pengembangan"
BRG-0755,"Barang Contoh Ke-755",136,"Pengendalian dan Penanganan Sengketa"
BRG-0756,"Barang Contoh Ke-756",68,"Pengadaan Tanah dan Pengembangan"
BRG-0757,"Barang Contoh Ke-757",76,"Pengendalian dan Penanganan Sengketa"
BRG-0758,"Barang Contoh Ke-758",218,"Penetapan Hak dan Pendaftaran"
BRG-0759,"Barang Contoh Ke-759",461,"Pengadaan Tanah dan Pengembangan"
BRG-0760,"Barang Contoh Ke-760",417,"Pengadaan Tanah dan Pengembangan"
BRG-0761,"Barang Contoh Ke-761",64,"Penetapan Hak dan Pendaftaran"
BRG-0762,"Barang Contoh Ke-762",335,"Pengadaan Tanah dan Pengembangan"
BRG-0763,"Barang Contoh Ke-763",252,"Penetapan Hak dan Pendaftaran"
BRG-0764,"Barang Contoh Ke-764",477,"Penataan dan Pemberdayaan"
BRG-0765,"Barang Contoh Ke-765",218,"Penataan dan Pemberdayaan"
BRG-0766,"Barang Contoh Ke-766",85,"Pengendalian dan Penanganan Sengketa"
BRG-0767,"Barang Contoh Ke-767",93,"Pengadaan Tanah dan Pengembangan"
BRG-0768,"Barang Contoh Ke-768",403,"Pengadaan Tanah dan Pengembangan"
BRG-0769,"Barang Contoh Ke-769",47,"Pengadaan Tanah dan Pengembangan"
BRG-0770,"Barang Contoh Ke-770",220,"Survei dan Pemetaan"
BRG-0771,"Barang Contoh Ke-771",212,"Penetapan Hak dan Pendaftaran"
BRG-0772,"Barang Contoh Ke-772",405,"Pengendalian dan Penanganan Sengketa"
BRG-0773,"Barang Contoh Ke-773",59,"Pengadaan Tanah dan Pengembangan"
BRG-0774,"Barang Contoh Ke-774",245,"Penataan dan Pemberdayaan"
BRG-0775,"Barang Contoh Ke-775",89,"Survei dan Pemetaan"
BRG-0776,"Barang Contoh Ke-776",420,"Survei dan Pemetaan"
BRG-0777,"Barang Contoh Ke-777",383,"Survei dan Pemetaan"
BRG-0778,"Barang Contoh Ke-778",70,"Pengadaan Tanah dan Pengembangan"
BRG-0779,"Barang Contoh Ke-779",302,"Survei dan Pemetaan"
BRG-0780,"Barang Contoh Ke-780",84,"Penetapan Hak dan Pendaftaran"
BRG-0781,"Barang Contoh Ke-781",59,"Tata Usaha"
BRG-0782,"Barang Contoh Ke-782",384,"Survei dan Pemetaan"
BRG-0783,"Barang Contoh Ke-783",174,"Tata Usaha"
BRG-0784,"Barang Contoh Ke-784",290,"Survei dan Pemetaan"
BRG-0785,"Barang Contoh Ke-785",323,"Pengadaan Tanah dan Pengembangan"
BRG-0786,"Barang Contoh Ke-786",314,"Survei dan Pemetaan"
BRG-0787,"Barang Contoh Ke-787",268,"Tata Usaha"
BRG-0788,"Barang Contoh Ke-788",144,"Survei dan Pemetaan"
BRG-0789,"Barang Contoh Ke-789",413,"Survei dan Pemetaan"
BRG-0790,"Barang Contoh Ke-790",427,"Pengadaan Tanah dan Pengembangan"
BRG-0791,"Barang Contoh Ke-791",333,"Pengendalian dan Penanganan Sengketa"
BRG-0792,"Barang Contoh Ke-792",481,"Penetapan Hak dan Pendaftaran"
BRG-0793,"Barang Contoh Ke-793",488,"Pengadaan Tanah dan Pengembangan"
BRG-0794,"Barang Contoh Ke-794",464,"Survei dan Pemetaan"
BRG-0795,"Barang Contoh Ke-795",204,"Tata Usaha"
BRG-0796,"Barang Contoh Ke-796",416,"Pengadaan Tanah dan Pengembangan"
BRG-0797,"Barang Contoh Ke-797",80,"Pengendalian dan Penanganan Sengketa"
BRG-0798,"Barang Contoh Ke-798",447,"Penetapan Hak dan Pendaftaran"
BRG-0799,"Barang Contoh Ke-799",208,"Pengendalian dan Penanganan Sengketa"
BRG-0800,"Barang Contoh Ke-800",12,"Pengadaan Tanah dan Pengembangan"
BRG-0801,"Barang Contoh Ke-801",369,"Pengendalian dan Penanganan Sengketa"
BRG-0802,"Barang Contoh Ke-802",69,"Penataan dan Pemberdayaan"
BRG-0803,"Barang Contoh Ke-803",436,"Pengendalian dan Penanganan Sengketa"
BRG-0804,"Barang Contoh Ke-804",18,"Penataan dan Pemberdayaan"
BRG-0805,"Barang Contoh Ke-805",192,"Survei dan Pemetaan"
BRG-0806,"Barang Contoh Ke-806",58,"Tata Usaha"
BRG-0807,"Barang Contoh Ke-807",203,"Penetapan Hak dan Pendaftaran"
BRG-0808,"Barang Contoh Ke-808",439,"Survei dan Pemetaan"
BRG-0809,"Barang Contoh Ke-809",417,"Survei dan Pemetaan"
BRG-0810,"Barang Contoh Ke-810",215,"Pengendalian dan Penanganan Sengketa"
BRG-0811,"Barang Contoh Ke-811",383,"Pengadaan Tanah dan Pengembangan"
BRG-0812,"Barang Contoh Ke-812",194,"Penetapan Hak dan Pendaftaran"
BRG-0813,"Barang Contoh Ke-813",276,"Tata Usaha"
BRG-0814,"Barang Contoh Ke-814",391,"Penataan dan Pemberdayaan"
BRG-0815,"Barang Contoh Ke-815",441,"Penataan dan Pemberdayaan"
BRG-0816,"Barang Contoh Ke-816",138,"Penetapan Hak dan Pendaftaran"
BRG-0817,"Barang Contoh Ke-817",370,"Penetapan Hak dan Pendaftaran"
BRG-0818,"Barang Contoh Ke-818",363,"Survei dan Pemetaan"
BRG-0819,"Barang Contoh Ke-819",330,"Pengendalian dan Penanganan Sengketa"
BRG-0820,"Barang Contoh Ke-820",427,"Pengadaan Tanah dan Pengembangan"
BRG-0821,"Barang Contoh Ke-821",246,"Pengadaan Tanah dan Pengembangan"
BRG-0822,"Barang Contoh Ke-822",406,"Penetapan Hak dan Pendaftaran"
BRG-0823,"Barang Contoh Ke-823",359,"Pengendalian dan Penanganan Sengketa"
BRG-0824,"Barang Contoh Ke-824",396,"Pengadaan Tanah dan Pengembangan"
BRG-0825,"Barang Contoh Ke-825",218,"Penataan dan Pemberdayaan"
BRG-0826,"Barang Contoh Ke-826",421,"Penetapan Hak dan Pendaftaran"
BRG-0827,"Barang Contoh Ke-827",112,"Penataan dan Pemberdayaan"
BRG-0828,"Barang Contoh Ke-828",304,"Pengendalian dan Penanganan Sengketa"
BRG-0829,"Barang Contoh Ke-829",384,"Pengadaan Tanah dan Pengembangan"
BRG-0830,"Barang Contoh Ke-830",216,"Pengendalian dan Penanganan Sengketa"
BRG-0831,"Barang Contoh Ke-831",440,"Tata Usaha"
BRG-0832,"Barang Contoh Ke-832",442,"Penataan dan Pemberdayaan"
BRG-0833,"Barang Contoh Ke-833",101,"Survei dan Pemetaan"
BRG-0834,"Barang Contoh Ke-834",372,"Pengendalian dan Penanganan Sengketa"
BRG-0835,"Barang Contoh Ke-835",70,"Tata Usaha"
BRG-0836,"Barang Contoh Ke-836",311,"Pengadaan Tanah dan Pengembangan"
BRG-0837,"Barang Contoh Ke-837",466,"Tata Usaha"
BRG-0838,"Barang Contoh Ke-838",207,"Tata Usaha"
BRG-0839,"Barang Contoh Ke-839",73,"Tata Usaha"
BRG-0840,"Barang Contoh Ke-840",291,"Penetapan Hak dan Pendaftaran"
BRG-0841,"Barang Contoh Ke-841",212,"Pengendalian dan Penanganan Sengketa"
BRG-0842,"Barang Contoh Ke-842",441,"Penataan dan Pemberdayaan"
BRG-0843,"Barang Contoh Ke-843",308,"Pengadaan Tanah dan Pengembangan"
BRG-0844,"Barang Contoh Ke-844",179,"Pengadaan Tanah dan Pengembangan"
BRG-0845,"Barang Contoh Ke-845",402,"Tata Usaha"
BRG-0846,"Barang Contoh Ke-846",298,"Pengendalian dan Penanganan Sengketa"
BRG-0847,"Barang Contoh Ke-847",131,"Penetapan Hak dan Pendaftaran"
BRG-0848,"Barang Contoh Ke-848",46,"Tata Usaha"
BRG-0849,"Barang Contoh Ke-849",450,"Tata Usaha"
BRG-0850,"Barang Contoh Ke-850",372,"Penataan dan Pemberdayaan"
BRG-0851,"Barang Contoh Ke-851",20,"Pengadaan Tanah dan Pengembangan"
BRG-0852,"Barang Contoh Ke-852",80,"Survei dan Pemetaan"
BRG-0853,"Barang Contoh Ke-853",317,"Survei dan Pemetaan"
BRG-0854,"Barang Contoh Ke-854",82,"Survei dan Pemetaan"
BRG-0855,"Barang Contoh Ke-855",406,"Pengendalian dan Penanganan Sengketa"
BRG-0856,"Barang Contoh Ke-856",176,"Penataan dan Pemberdayaan"
BRG-0857,"Barang Contoh Ke-857",95,"Penataan dan Pemberdayaan"
BRG-0858,"Barang Contoh Ke-858",286,"Tata Usaha"
BRG-0859,"Barang Contoh Ke-859",423,"Pengadaan Tanah dan Pengembangan"
BRG-0860,"Barang Contoh Ke-860",169,"Pengendalian dan Penanganan Sengketa"
BRG-0861,"Barang Contoh Ke-861",170,"Pengadaan Tanah dan Pengembangan"
BRG-0862,"Barang Contoh Ke-862",205,"Pengendalian dan Penanganan Sengketa"
BRG-0863,"Barang Contoh Ke-863",170,"Pengadaan Tanah dan Pengembangan"
BRG-0864,"Barang Contoh Ke-864",236,"Pengendalian dan Penanganan Sengketa"
BRG-0865,"Barang Contoh Ke-865",328,"Survei dan Pemetaan"
BRG-0866,"Barang Contoh Ke-866",377,"Penetapan Hak dan Pendaftaran"
BRG-0867,"Barang Contoh Ke-867",315,"Tata Usaha"
BRG-0868,"Barang Contoh Ke-868",91,"Survei dan Pemetaan"
BRG-0869,"Barang Contoh Ke-869",97,"Penetapan Hak dan Pendaftaran"
BRG-0870,"Barang Contoh Ke-870",361,"Survei dan Pemetaan"
BRG-0871,"Barang Contoh Ke-871",116,"Penetapan Hak dan Pendaftaran"
BRG-0872,"Barang Contoh Ke-872",448,"Survei dan Pemetaan"
BRG-0873,"Barang Contoh Ke-873",347,"Tata Usaha"
BRG-0874,"Barang Contoh Ke-874",126,"Penataan dan Pemberdayaan"
BRG-0875,"Barang Contoh Ke-875",27,"Penataan dan Pemberdayaan"
BRG-0876,"Barang Contoh Ke-876",223,"Pengadaan Tanah dan Pengembangan"
BRG-0877,"Barang Contoh Ke-877",216,"Penataan dan Pemberdayaan"
BRG-0878,"Barang Contoh Ke-878",201,"Pengendalian dan Penanganan Sengketa"
BRG-0879,"Barang Contoh Ke-879",15,"Penataan dan Pemberdayaan"
BRG-0880,"Barang Contoh Ke-880",294,"Pengendalian dan Penanganan Sengketa"
BRG-0881,"Barang Contoh Ke-881",366,"Pengadaan Tanah dan Pengembangan"
BRG-0882,"Barang Contoh Ke-882",233,"Tata Usaha"
BRG-0883,"Barang Contoh Ke-883",418,"Pengadaan Tanah dan Pengembangan"
BRG-0884,"Barang Contoh Ke-884",146,"Penetapan Hak dan Pendaftaran"
BRG-0885,"Barang Contoh Ke-885",263,"Penataan dan Pemberdayaan"
BRG-0886,"Barang Contoh Ke-886",458,"Survei dan Pemetaan"
BRG-0887,"Barang Contoh Ke-887",411,"Pengadaan Tanah dan Pengembangan"
BRG-0888,"Barang Contoh Ke-888",81,"Pengadaan Tanah dan Pengembangan"
BRG-0889,"Barang Contoh Ke-889",492,"Survei dan Pemetaan"
BRG-0890,"Barang Contoh Ke-890",319,"Pengadaan Tanah dan Pengembangan"
BRG-0891,"Barang Contoh Ke-891",178,"Pengendalian dan Penanganan Sengketa"
BRG-0892,"Barang Contoh Ke-892",427,"Tata Usaha"
BRG-0893,"Barang Contoh Ke-893",81,"Tata Usaha"
BRG-0894,"Barang Contoh Ke-894",189,"Survei dan Pemetaan"
BRG-0895,"Barang Contoh Ke-895",79,"Penataan dan Pemberdayaan"
BRG-0896,"Barang Contoh Ke-896",85,"Pengendalian dan Penanganan Sengketa"
BRG-0897,"Barang Contoh Ke-897",100,"Pengendalian dan Penanganan Sengketa"
BRG-0898,"Barang Contoh Ke-898",483,"Tata Usaha"
BRG-0899,"Barang Contoh Ke-899",483,"Pengadaan Tanah dan Pengembangan"
BRG-0900,"Barang Contoh Ke-900",415,"Pengadaan Tanah dan Pengembangan"
BRG-0901,"Barang Contoh Ke-901",313,"Pengendalian dan Penanganan Sengketa"
BRG-0902,"Barang Contoh Ke-902",395,"Pengendalian dan Penanganan Sengketa"
BRG-0903,"Barang Contoh Ke-903",164,"Penetapan Hak dan Pendaftaran"
BRG-0904,"Barang Contoh Ke-904",473,"Pengendalian dan Penanganan Sengketa"
BRG-0905,"Barang Contoh Ke-905",487,"Tata Usaha"
BRG-0906,"Barang Contoh Ke-906",83,"Pengendalian dan Penanganan Sengketa"
BRG-0907,"Barang Contoh Ke-907",371,"Penataan dan Pemberdayaan"
BRG-0908,"Barang Contoh Ke-908",287,"Pengadaan Tanah dan Pengembangan"
BRG-0909,"Barang Contoh Ke-909",450,"Tata Usaha"
BRG-0910,"Barang Contoh Ke-910",477,"Pengadaan Tanah dan Pengembangan"
BRG-0911,"Barang Contoh Ke-911",454,"Pengendalian dan Penanganan Sengketa"
BRG-0912,"Barang Contoh Ke-912",387,"Survei dan Pemetaan"
BRG-0913,"Barang Contoh Ke-913",206,"Pengadaan Tanah dan Pengembangan"
BRG-0914,"Barang Contoh Ke-914",245,"Tata Usaha"
BRG-0915,"Barang Contoh Ke-915",19,"Penetapan Hak dan Pendaftaran"
BRG-0916,"Barang Contoh Ke-916",138,"Pengadaan Tanah dan Pengembangan"
BRG-0917,"Barang Contoh Ke-917",372,"Survei dan Pemetaan"
BRG-0918,"Barang Contoh Ke-918",86,"Pengadaan Tanah dan Pengembangan"
BRG-0919,"Barang Contoh Ke-919",91,"Penetapan Hak dan Pendaftaran"
BRG-0920,"Barang Contoh Ke-920",217,"Penataan dan Pemberdayaan"
BRG-0921,"Barang Contoh Ke-921",45,"Penetapan Hak dan Pendaftaran"
BRG-0922,"Barang Contoh Ke-922",410,"Penataan dan Pemberdayaan"
BRG-0923,"Barang Contoh Ke-923",445,"Penetapan Hak dan Pendaftaran"
BRG-0924,"Barang Contoh Ke-924",16,"Penetapan Hak dan Pendaftaran"
BRG-0925,"Barang Contoh Ke-925",474,"Pengadaan Tanah dan Pengembangan"
BRG-0926,"Barang Contoh Ke-926",126,"Pengadaan Tanah dan Pengembangan"
BRG-0927,"Barang Contoh Ke-927",136,"Survei dan Pemetaan"
BRG-0928,"Barang Contoh Ke-928",94,"Pengadaan Tanah dan Pengembangan"
BRG-0929,"Barang Contoh Ke-929",101,"Penetapan Hak dan Pendaftaran"
BRG-0930,"Barang Contoh Ke-930",234,"Pengendalian dan Penanganan Sengketa"
BRG-0931,"Barang Contoh Ke-931",377,"Survei dan Pemetaan"
BRG-0932,"Barang Contoh Ke-932",73,"Pengadaan Tanah dan Pengembangan"
BRG-0933,"Barang Contoh Ke-933",349,"Penetapan Hak dan Pendaftaran"
BRG-0934,"Barang Contoh Ke-934",242,"Survei dan Pemetaan"
BRG-0935,"Barang Contoh Ke-935",455,"Penataan dan Pemberdayaan"
BRG-0936,"Barang Contoh Ke-936",226,"Pengendalian dan Penanganan Sengketa"
BRG-0937,"Barang Contoh Ke-937",433,"Pengendalian dan Penanganan Sengketa"
BRG-0938,"Barang Contoh Ke-938",203,"Tata Usaha"
BRG-0939,"Barang Contoh Ke-939",195,"Pengadaan Tanah dan Pengembangan"
BRG-0940,"Barang Contoh Ke-940",98,"Survei dan Pemetaan"
BRG-0941,"Barang Contoh Ke-941",235,"Tata Usaha"
BRG-0942,"Barang Contoh Ke-942",338,"Survei dan Pemetaan"
BRG-0943,"Barang Contoh Ke-943",69,"Tata Usaha"
BRG-0944,"Barang Contoh Ke-944",426,"Survei dan Pemetaan"
BRG-0945,"Barang Contoh Ke-945",76,"Penataan dan Pemberdayaan"
BRG-0946,"Barang Contoh Ke-946",311,"Penetapan Hak dan Pendaftaran"
BRG-0947,"Barang Contoh Ke-947",149,"Pengendalian dan Penanganan Sengketa"
BRG-0948,"Barang Contoh Ke-948",228,"Survei dan Pemetaan"
BRG-0949,"Barang Contoh Ke-949",479,"Pengadaan Tanah dan Pengembangan"
BRG-0950,"Barang Contoh Ke-950",234,"Pengendalian dan Penanganan Sengketa"
BRG-0951,"Barang Contoh Ke-951",323,"Survei dan Pemetaan"
BRG-0952,"Barang Contoh Ke-952",197,"Pengadaan Tanah dan Pengembangan"
BRG-0953,"Barang Contoh Ke-953",216,"Tata Usaha"
BRG-0954,"Barang Contoh Ke-954",52,"Penetapan Hak dan Pendaftaran"
BRG-0955,"Barang Contoh Ke-955",412,"Pengendalian dan Penanganan Sengketa"
BRG-0956,"Barang Contoh Ke-956",213,"Tata Usaha"
BRG-0957,"Barang Contoh Ke-957",89,"Pengendalian dan Penanganan Sengketa"
BRG-0958,"Barang Contoh Ke-958",257,"Pengendalian dan Penanganan Sengketa"
BRG-0959,"Barang Contoh Ke-959",40,"Survei dan Pemetaan"
BRG-0960,"Barang Contoh Ke-960",426,"Survei dan Pemetaan"
BRG-0961,"Barang Contoh Ke-961",175,"Survei dan Pemetaan"
BRG-0962,"Barang Contoh Ke-962",251,"Penetapan Hak dan Pendaftaran"
BRG-0963,"Barang Contoh Ke-963",197,"Penetapan Hak dan Pendaftaran"
BRG-0964,"Barang Contoh Ke-964",304,"Survei dan Pemetaan"
BRG-0965,"Barang Contoh Ke-965",357,"Tata Usaha"
BRG-0966,"Barang Contoh Ke-966",401,"Penetapan Hak dan Pendaftaran"
BRG-0967,"Barang Contoh Ke-967",176,"Penataan dan Pemberdayaan"
BRG-0968,"Barang Contoh Ke-968",226,"Penetapan Hak dan Pendaftaran"
BRG-0969,"Barang Contoh Ke-969",292,"Penetapan Hak dan Pendaftaran"
BRG-0970,"Barang Contoh Ke-970",222,"Penataan dan Pemberdayaan"
BRG-0971,"Barang Contoh Ke-971",271,"Tata Usaha"
BRG-0972,"Barang Contoh Ke-972",354,"Survei dan Pemetaan"
BRG-0973,"Barang Contoh Ke-973",298,"Tata Usaha"
BRG-0974,"Barang Contoh Ke-974",245,"Survei dan Pemetaan"
BRG-0975,"Barang Contoh Ke-975",247,"Pengendalian dan Penanganan Sengketa"
BRG-0976,"Barang Contoh Ke-976",37,"Penataan dan Pemberdayaan"
BRG-0977,"Barang Contoh Ke-977",34,"Penataan dan Pemberdayaan"
BRG-0978,"Barang Contoh Ke-978",17,"Tata Usaha"
BRG-0979,"Barang Contoh Ke-979",305,"Tata Usaha"
BRG-0980,"Barang Contoh Ke-980",449,"Penataan dan Pemberdayaan"
BRG-0981,"Barang Contoh Ke-981",28,"Penetapan Hak dan Pendaftaran"
BRG-0982,"Barang Contoh Ke-982",203,"Penataan dan Pemberdayaan"
BRG-0983,"Barang Contoh Ke-983",112,"Pengendalian dan Penanganan Sengketa"
BRG-0984,"Barang Contoh Ke-984",397,"Penetapan Hak dan Pendaftaran"
BRG-0985,"Barang Contoh Ke-985",114,"Pengadaan Tanah dan Pengembangan"
BRG-0986,"Barang Contoh Ke-986",474,"Tata Usaha"
BRG-0987,"Barang Contoh Ke-987",80,"Pengadaan Tanah dan Pengembangan"
BRG-0988,"Barang Contoh Ke-988",333,"Pengendalian dan Penanganan Sengketa"
BRG-0989,"Barang Contoh Ke-989",463,"Pengadaan Tanah dan Pengembangan"
BRG-0990,"Barang Contoh Ke-990",194,"Tata Usaha"
BRG-0991,"Barang Contoh Ke-991",333,"Penataan dan Pemberdayaan"
BRG-0992,"Barang Contoh Ke-992",363,"Tata Usaha"
BRG-0993,"Barang Contoh Ke-993",98,"Pengadaan Tanah dan Pengembangan"
BRG-0994,"Barang Contoh Ke-994",259,"Tata Usaha"
BRG-0995,"Barang Contoh Ke-995",452,"Penataan dan Pemberdayaan"
BRG-0996,"Barang Contoh Ke-996",472,"Penataan dan Pemberdayaan"
BRG-0997,"Barang Contoh Ke-997",373,"Tata Usaha"
BRG-0998,"Barang Contoh Ke-998",386,"Penetapan Hak dan Pendaftaran"
BRG-0999,"Barang Contoh Ke-999",160,"Penetapan Hak dan Pendaftaran"
BRG-1000,"Barang Contoh Ke-1000",130,"Penetapan Hak dan Pendaftaran"
BRG-0001,"Barang Contoh Ke-1",269,"Pengadaan Tanah dan Pengembangan"
BRG-0002,"Barang Contoh Ke-2",202,"Tata Usaha"
BRG-0003,"Barang Contoh Ke-3",70,"Penataan dan Pemberdayaan"
BRG-0004,"Barang Contoh Ke-4",135,"Survei dan Pemetaan"
BRG-0005,"Barang Contoh Ke-5",376,"Penetapan Hak dan Pendaftaran"
BRG-0006,"Barang Contoh Ke-6",418,"Survei dan Pemetaan"
BRG-0007,"Barang Contoh Ke-7",329,"Survei dan Pemetaan"
BRG-0008,"Barang Contoh Ke-8",486,"Pengendalian dan Penanganan Sengketa"
BRG-0009,"Barang Contoh Ke-9",398,"Tata Usaha"
BRG-0010,"Barang Contoh Ke-10",397,"Penetapan Hak dan Pendaftaran"
BRG-0011,"Barang Contoh Ke-11",166,"Pengendalian dan Penanganan Sengketa"
BRG-0012,"Barang Contoh Ke-12",461,"Pengadaan Tanah dan Pengembangan"
BRG-0013,"Barang Contoh Ke-13",208,"Survei dan Pemetaan"
BRG-0014,"Barang Contoh Ke-14",208,"Penataan dan Pemberdayaan"
BRG-0015,"Barang Contoh Ke-15",475,"Pengendalian dan Penanganan Sengketa"
BRG-0016,"Barang Contoh Ke-16",485,"Penataan dan Pemberdayaan"
BRG-0017,"Barang Contoh Ke-17",81,"Penetapan Hak dan Pendaftaran"
BRG-0018,"Barang Contoh Ke-18",393,"Pengendalian dan Penanganan Sengketa"
BRG-0019,"Barang Contoh Ke-19",305,"Pengendalian dan Penanganan Sengketa"
BRG-0020,"Barang Contoh Ke-20",274,"Tata Usaha"
BRG-0021,"Barang Contoh Ke-21",287,"Tata Usaha"
BRG-0022,"Barang Contoh Ke-22",33,"Penetapan Hak dan Pendaftaran"
BRG-0023,"Barang Contoh Ke-23",196,"Pengadaan Tanah dan Pengembangan"
BRG-0024,"Barang Contoh Ke-24",185,"Pengendalian dan Penanganan Sengketa"
BRG-0025,"Barang Contoh Ke-25",178,"Survei dan Pemetaan"
BRG-0026,"Barang Contoh Ke-26",371,"Tata Usaha"
BRG-0027,"Barang Contoh Ke-27",205,"Pengadaan Tanah dan Pengembangan"
BRG-0028,"Barang Contoh Ke-28",238,"Tata Usaha"
BRG-0029,"Barang Contoh Ke-29",121,"Pengadaan Tanah dan Pengembangan"
BRG-0030,"Barang Contoh Ke-30",33,"Survei dan Pemetaan"
BRG-0031,"Barang Contoh Ke-31",146,"Penetapan Hak dan Pendaftaran"
BRG-0032,"Barang Contoh Ke-32",206,"Tata Usaha"
BRG-0033,"Barang Contoh Ke-33",378,"Tata Usaha"
BRG-0034,"Barang Contoh Ke-34",375,"Pengendalian dan Penanganan Sengketa"
BRG-0035,"Barang Contoh Ke-35",362,"Penataan dan Pemberdayaan"
BRG-0036,"Barang Contoh Ke-36",370,"Tata Usaha"
BRG-0037,"Barang Contoh Ke-37",219,"Pengendalian dan Penanganan Sengketa"
BRG-0038,"Barang Contoh Ke-38",242,"Pengendalian dan Penanganan Sengketa"
BRG-0039,"Barang Contoh Ke-39",58,"Tata Usaha"
BRG-0040,"Barang Contoh Ke-40",125,"Penetapan Hak dan Pendaftaran"
BRG-0041,"Barang Contoh Ke-41",81,"Penetapan Hak dan Pendaftaran"
BRG-0042,"Barang Contoh Ke-42",373,"Penetapan Hak dan Pendaftaran"
BRG-0043,"Barang Contoh Ke-43",46,"Pengendalian dan Penanganan Sengketa"
BRG-0044,"Barang Contoh Ke-44",301,"Pengadaan Tanah dan Pengembangan"
BRG-0045,"Barang Contoh Ke-45",436,"Tata Usaha"
BRG-0046,"Barang Contoh Ke-46",146,"Pengadaan Tanah dan Pengembangan"
BRG-0047,"Barang Contoh Ke-47",131,"Survei dan Pemetaan"
BRG-0048,"Barang Contoh Ke-48",484,"Survei dan Pemetaan"
BRG-0049,"Barang Contoh Ke-49",313,"Tata Usaha"
BRG-0050,"Barang Contoh Ke-50",475,"Penetapan Hak dan Pendaftaran"
BRG-0051,"Barang Contoh Ke-51",184,"Tata Usaha"
BRG-0052,"Barang Contoh Ke-52",133,"Tata Usaha"
BRG-0053,"Barang Contoh Ke-53",17,"Penetapan Hak dan Pendaftaran"
BRG-0054,"Barang Contoh Ke-54",229,"Survei dan Pemetaan"
BRG-0055,"Barang Contoh Ke-55",134,"Pengadaan Tanah dan Pengembangan"
BRG-0056,"Barang Contoh Ke-56",238,"Pengadaan Tanah dan Pengembangan"
BRG-0057,"Barang Contoh Ke-57",107,"Tata Usaha"
BRG-0058,"Barang Contoh Ke-58",363,"Penataan dan Pemberdayaan"
BRG-0059,"Barang Contoh Ke-59",396,"Penataan dan Pemberdayaan"
BRG-0060,"Barang Contoh Ke-60",217,"Survei dan Pemetaan"
BRG-0061,"Barang Contoh Ke-61",470,"Tata Usaha"
BRG-0062,"Barang Contoh Ke-62",443,"Survei dan Pemetaan"
BRG-0063,"Barang Contoh Ke-63",124,"Tata Usaha"
BRG-0064,"Barang Contoh Ke-64",145,"Penetapan Hak dan Pendaftaran"
BRG-0065,"Barang Contoh Ke-65",296,"Tata Usaha"
BRG-0066,"Barang Contoh Ke-66",97,"Pengadaan Tanah dan Pengembangan"
BRG-0067,"Barang Contoh Ke-67",193,"Penetapan Hak dan Pendaftaran"
BRG-0068,"Barang Contoh Ke-68",340,"Pengendalian dan Penanganan Sengketa"
BRG-0069,"Barang Contoh Ke-69",44,"Tata Usaha"
BRG-0070,"Barang Contoh Ke-70",397,"Pengadaan Tanah dan Pengembangan"
BRG-0071,"Barang Contoh Ke-71",298,"Pengendalian dan Penanganan Sengketa"
BRG-0072,"Barang Contoh Ke-72",63,"Tata Usaha"
BRG-0073,"Barang Contoh Ke-73",230,"Penetapan Hak dan Pendaftaran"
BRG-0074,"Barang Contoh Ke-74",87,"Pengendalian dan Penanganan Sengketa"
BRG-0075,"Barang Contoh Ke-75",500,"Penetapan Hak dan Pendaftaran"
BRG-0076,"Barang Contoh Ke-76",228,"Penetapan Hak dan Pendaftaran"
BRG-0077,"Barang Contoh Ke-77",267,"Penataan dan Pemberdayaan"
BRG-0078,"Barang Contoh Ke-78",29,"Penetapan Hak dan Pendaftaran"
BRG-0079,"Barang Contoh Ke-79",200,"Pengendalian dan Penanganan Sengketa"
BRG-0080,"Barang Contoh Ke-80",285,"Penataan dan Pemberdayaan"
BRG-0081,"Barang Contoh Ke-81",150,"Penataan dan Pemberdayaan"
BRG-0082,"Barang Contoh Ke-82",63,"Survei dan Pemetaan"
BRG-0083,"Barang Contoh Ke-83",200,"Tata Usaha"
